,occurrence_no,Locality,county_original,state,cc
1777,1340709,Gotha District,Gotha District,Thuringia,DE
1778,1340709,Gotha District,Gotha District,Thuringia,DE
1779,1340709,Gotha District,Gotha District,Thuringia,DE
1780,1340709,Gotha District,Gotha District,Thuringia,DE
1781,1340709,Gotha District,Gotha District,Thuringia,DE
1782,1340709,Gotha District,Gotha District,Thuringia,DE
1783,1340709,Gotha District,Gotha District,Thuringia,DE
1784,1340709,Gotha District,Gotha District,Thuringia,DE
1785,1340709,Gotha District,Gotha District,Thuringia,DE
1786,1340709,Gotha District,Gotha District,Thuringia,DE
1787,1340709,Gotha District,Gotha District,Thuringia,DE
1788,1340709,Gotha District,Gotha District,Thuringia,DE
1789,1340709,Gotha District,Gotha District,Thuringia,DE
1790,1340709,Gotha District,Gotha District,Thuringia,DE
1791,1340709,Gotha District,Gotha District,Thuringia,DE
1792,1340709,Gotha District,Gotha District,Thuringia,DE
1793,1340709,Gotha District,Gotha District,Thuringia,DE
1794,1340709,Gotha District,Gotha District,Thuringia,DE
1795,1340709,Gotha District,Gotha District,Thuringia,DE
1796,1340709,Gotha District,Gotha District,Thuringia,DE
1797,1340709,Gotha District,Gotha District,Thuringia,DE
1798,1340709,Gotha District,Gotha District,Thuringia,DE
1799,1340709,Gotha District,Gotha District,Thuringia,DE
1800,1340709,Gotha District,Gotha District,Thuringia,DE
1801,1340709,Gotha District,Gotha District,Thuringia,DE
1802,1340709,Gotha District,Gotha District,Thuringia,DE
1803,1340709,Gotha District,Gotha District,Thuringia,DE
1804,1340709,Gotha District,Gotha District,Thuringia,DE
1805,1340709,Gotha District,Gotha District,Thuringia,DE
1806,1340709,Gotha District,Gotha District,Thuringia,DE
1807,1340709,Gotha District,Gotha District,Thuringia,DE
1808,1340709,Gotha District,Gotha District,Thuringia,DE
1809,1340709,Gotha District,Gotha District,Thuringia,DE
1810,1340709,Gotha District,Gotha District,Thuringia,DE
1811,1340709,Gotha District,Gotha District,Thuringia,DE
1812,1340709,Gotha District,Gotha District,Thuringia,DE
1813,1340709,Gotha District,Gotha District,Thuringia,DE
1814,1340709,Gotha District,Gotha District,Thuringia,DE
1815,1340709,Gotha District,Gotha District,Thuringia,DE
1816,1340709,Gotha District,Gotha District,Thuringia,DE
1817,1340709,Gotha District,Gotha District,Thuringia,DE
1818,1340709,Gotha District,Gotha District,Thuringia,DE
1819,1340709,Gotha District,Gotha District,Thuringia,DE
1820,1340709,Gotha District,Gotha District,Thuringia,DE
1821,1340709,Gotha District,Gotha District,Thuringia,DE
1822,1340709,Gotha District,Gotha District,Thuringia,DE
1823,1340709,Gotha District,Gotha District,Thuringia,DE
1824,1340709,Gotha District,Gotha District,Thuringia,DE
1825,1340709,Gotha District,Gotha District,Thuringia,DE
1826,1340709,Gotha District,Gotha District,Thuringia,DE
1827,1340709,Gotha District,Gotha District,Thuringia,DE
1828,1340709,Gotha District,Gotha District,Thuringia,DE
1829,1340709,Gotha District,Gotha District,Thuringia,DE
1830,1340709,Gotha District,Gotha District,Thuringia,DE
1831,1340709,Gotha District,Gotha District,Thuringia,DE
1832,1340709,Gotha District,Gotha District,Thuringia,DE
1833,1340709,Gotha District,Gotha District,Thuringia,DE
1834,1340709,Gotha District,Gotha District,Thuringia,DE
1835,1340709,Gotha District,Gotha District,Thuringia,DE
1836,1340709,Gotha District,Gotha District,Thuringia,DE
1837,1340709,Gotha District,Gotha District,Thuringia,DE
1838,1340709,Gotha District,Gotha District,Thuringia,DE
1839,1340709,Gotha District,Gotha District,Thuringia,DE
1840,1340709,Gotha District,Gotha District,Thuringia,DE
1841,1340709,Gotha District,Gotha District,Thuringia,DE
1842,1340713,Thuringia,,Thuringia,DE
1843,1340714,Thuringia,,Thuringia,DE
1844,1340715,Thuringia,,Thuringia,DE
1845,1340716,Gotha District,Gotha District,Thuringia,DE
1846,1340717,Thuringia,,Thuringia,DE
1847,1341681,Allegheny,Allegheny,Pennsylvania,US
1848,1342750,Semily District,Semily District,Liberec Region,CZ
1849,1342751,Semily District,Semily District,Liberec Region,CZ
1850,1347764,Sao Joao do Polesine,Sao Joao do Polesine,Rio Grande do Sul,BR
1851,1354748,Tonshaevo,Tonshaevo,Nizhnii Novgorod,RU
1852,1354749,Vyaznikovskii,Vyaznikovskii,Vladimir,RU
1853,1354929,Vetluga,Vetluga,Nizhegorod,RU
1854,1355921,Free State,,Free State,ZA
1855,1357107,Santa Catarina ,,Santa Catarina ,BR
1856,1364550,Ortigueira,Ortigueira,Parana,BR
1857,1364551,Ortigueira,Ortigueira,Parana,BR
1858,1367333,Garfield,Garfield,Colorado,US
1859,1367334,Eagle,Eagle,Colorado,US
1860,1368853,Parana,,Parana,BR
1861,1368857,Sao Gabriel,Sao Gabriel,Rio Grande do Sul,BR
1862,1368861,Rio Grande do Sul,,Rio Grande do Sul,BR
1863,1368952,Prince Albert,Prince Albert,Western Cape,ZA
1864,1370351,,,,AT
1865,1371060,Belebei,Belebei,Bashkortostan,RU
1866,1371062,Orenburg,,Orenburg,RU
1867,1371067,Krasnogvardeiskii,Krasnogvardeiskii,Orenburg,RU
1868,1371939,Tatarstan,,Tatarstan,RU
1869,1371940,Knyazhpogostskii,Knyazhpogostskii,Komi Republic,RU
1870,1371960,Alnashskii,Alnashskii,Udmurtia,RU
1871,1371963,Alnashskii,Alnashskii,Udmurtia,RU
1872,1372663,Chastinsky district,Chastinsky district,Perm Krai,RU
1873,1372664,Ocher,Ocher,Perm,RU
1874,1374731,Ocher,Ocher,Perm,RU
1875,1374732,Ocher,Ocher,Perm,RU
1876,1374732,Ocher,Ocher,Perm,RU
1877,1375739,Ruvuma,,Ruvuma,TZ
1878,1375739,Ruvuma,,Ruvuma,TZ
1879,1381587,Apastovo,Apastovo,Tatarstan,RU
1880,1381598,Belebei,Belebei,Bashkortostan,RU
1881,1382082,Sorochinsk,Sorochinsk,Orenburg,RU
1882,1382089,Velikoustyugskii,Velikoustyugskii,Vologda,RU
1883,1382095,Velikii Ustyug,Velikii Ustyug,Vologda,RU
1884,1382104,Vyazniki,Vyazniki,Vladimir,RU
1885,1382832,Orenburg,,Orenburg,RU
1886,1382866,Buzulukskii,Buzulukskii,Orenburg,RU
1887,1382962,Sterlibashevo,Sterlibashevo,Bashkortostan,RU
1888,1382963,Kirov,,Kirov,RU
1889,1383088,Ust-Vymskii,Ust-Vymskii,Komi,RU
1890,1383089,Arkhangel'sk,,Arkhangel'sk,RU
1891,1383090,Kotlas,Kotlas,Arkhangelsk,RU
1892,1383091,Kotlas,Kotlas,Arkhangelsk,RU
1893,1383092,Kotlas,Kotlas,Arkhangelsk,RU
1894,1383093,Kotlas,Kotlas,Arkhangelsk,RU
1895,1383176,Baylor/Willbarger,Baylor/Willbarger,Texas,US
1896,1383177,Orenburg,,Orenburg,RU
1897,1383180,Orenburg,,Orenburg,RU
1898,1383181,Orenburg,,Orenburg,RU
1899,1383182,Orenburg,,Orenburg,RU
1900,1383184,,,,KZ
1901,1383185,,,,KZ
1902,1383186,,,,RU
1903,1383187,Arkhangel'sk,,Arkhangel'sk,RU
1904,1383188,Nagorsk,Nagorsk,Kirov,RU
1905,1383189,Bashkortostan,,Bashkortostan,RU
1906,1383193,Bulunsky,Bulunsky,Sakha Republic,RU
1907,1383409,Orenburg,,Orenburg,RU
1908,1389774,Meurthe-et-Moselle,Meurthe-et-Moselle,Grand Est,FR
1909,1393307,Beaufort West,Beaufort West,Western Cape,ZA
1910,1393310,Central Karoo,Central Karoo,Western Cape,ZA
1911,1393310,Central Karoo,Central Karoo,Western Cape,ZA
1912,1395191,Maranhao,,Maranhao,BR
1913,1395196,Mendoza,,Mendoza,AR
1914,1395197,Las Heras,Las Heras,Mendoza,AR
1915,1395198,Mendoza,,Mendoza,AR
1916,1395227,Orenburg,,Orenburg,RU
1917,1395235,Nizhny Novgorod,,Nizhny Novgorod,RU
1918,1395236,Orenburg,,Orenburg,RU
1919,1395249,Samara,,Samara,RU
1920,1395970,Songea,Songea,Ruvuma,TZ
1921,1395970,Songea,Songea,Ruvuma,TZ
1922,1395970,Songea,Songea,Ruvuma,TZ
1923,1395971,Cerro Largo,,Cerro Largo,UY
1924,1396073,Rio Grande do Sul,,Rio Grande do Sul,BR
1925,1396074,"Sieker,","Sieker,",North Rhine-Westphalia,DE
1926,1396075,,,,CZ
1927,1396076,Ambilobe,Ambilobe,Diana,MG
1928,1396077,Yuanan,Yuanan,Hubei,CN
1929,1412897,,,,PL
1930,1412898,Rybinsk,Rybinsk,Yaroslavl,RU
1931,1415671,Arizona,,Arizona,US
1932,1415764,Eastern Cape,,Eastern Cape,ZA
1933,1416046,Samara,,Samara,RU
1934,1416146,Samara,,Samara,RU
1935,1416151,Samara,,Samara,RU
1936,1416152,Orenburg,,Orenburg,RU
1937,1416153,Orenburg,,Orenburg,RU
1938,1416155,Orenburg,,Orenburg,RU
1939,1416156,Orenburg,,Orenburg,RU
1940,1416158,Akhtubinskii,Akhtubinskii,Astrakhan,RU
1941,1416159,Ust-Vymskii,Ust-Vymskii,Komi,RU
1942,1416182,Buzulukskij,,Buzulukskij,RU
1943,1416183,Samara,,Samara,RU
1944,1416184,Ivanovo,,Ivanovo,RU
1945,1416204,Rybinsk,Rybinsk,Yaroslavl,RU
1946,1416205,Orenburg,,Orenburg,RU
1947,1416206,Orenburg,,Orenburg,RU
1948,1416211,Orenburg,,Orenburg,RU
1949,1416212,Orenburg,,Orenburg,RU
1950,1416213,Borskii,Borskii,Samara,RU
1951,1416214,Orenburg,,Orenburg,RU
1952,1416217,Bashkortostan,,Bashkortostan,RU
1953,1416218,Bashkortostan,,Bashkortostan,RU
1954,1416220,Bashkortostan,,Bashkortostan,RU
1955,1416221,Bashkortostan,,Bashkortostan,RU
1956,1416223,Bashkortostan,,Bashkortostan,RU
1957,1416224,Bashkortostan,,Bashkortostan,RU
1958,1416226,Orenburg,,Orenburg,RU
1959,1416228,Orenburg,,Orenburg,RU
1960,1416229,Orenburg,,Orenburg,RU
1961,1416233,Orenburg,,Orenburg,RU
1962,1416236,Orenburg,,Orenburg,RU
1963,1416238,Orenburg,,Orenburg,RU
1964,1416240,Orenburg,,Orenburg,RU
1965,1416241,Orenburg,,Orenburg,RU
1966,1416242,Orenburg,,Orenburg,RU
1967,1416243,Orenburg,,Orenburg,RU
1968,1416244,Orenburg,,Orenburg,RU
1969,1416246,Orenburg,,Orenburg,RU
1970,1416247,Orenburg,,Orenburg,RU
1971,1416249,Orenburg,,Orenburg,RU
1972,1416251,Orenburg,,Orenburg,RU
1973,1416252,Orenburg,,Orenburg,RU
1974,1416253,Orenburg,,Orenburg,RU
1975,1416271,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
1976,1416274,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
1977,1416275,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
1978,1416279,Orenburg,,Orenburg,RU
1979,1416281,Orenburg,,Orenburg,RU
1980,1416282,Orenburg,,Orenburg,RU
1981,1416284,Orenburg,,Orenburg,RU
1982,1416286,Orenburg,,Orenburg,RU
1983,1416290,Orenburg,,Orenburg,RU
1984,1416293,Orenburg,,Orenburg,RU
1985,1416294,Orenburg,,Orenburg,RU
1986,1416301,Orenburg,,Orenburg,RU
1987,1416303,Orenburg,,Orenburg,RU
1988,1416304,Orenburg,,Orenburg,RU
1989,1416306,Orenburg,,Orenburg,RU
1990,1416311,Orenburg,,Orenburg,RU
1991,1416313,Orenburg,,Orenburg,RU
1992,1416380,Orenburg,,Orenburg,RU
1993,1416382,Orenburg,,Orenburg,RU
1994,1416383,Orenburg,,Orenburg,RU
1995,1416398,Orenburg,,Orenburg,RU
1996,1416418,Orenburg,,Orenburg,RU
1997,1416419,Orenburg,,Orenburg,RU
1998,1416421,Orenburg,,Orenburg,RU
1999,1416422,Orenburg,,Orenburg,RU
2000,1416502,Orenburg,,Orenburg,RU
2001,1416506,Orenburg,,Orenburg,RU
2002,1416516,Belyaevka,Belyaevka,Orenburg,RU
2003,1416518,Belyaevka,Belyaevka,Orenburg,RU
2004,1416523,Orenburg,,Orenburg,RU
2005,1416525,Orenburg,,Orenburg,RU
2006,1416528,Orenburg,,Orenburg,RU
2007,1416529,Orenburg,,Orenburg,RU
2008,1416531,Totskoe,Totskoe,Orenburg,RU
2009,1416532,Totskoe,Totskoe,Orenburg,RU
2010,1416558,Totskoe,Totskoe,Orenburg,RU
2011,1416561,Totskoe,Totskoe,Orenburg,RU
2012,1416564,Totskoe,Totskoe,Orenburg,RU
2013,1416565,Totskoe,Totskoe,Orenburg,RU
2014,1416567,Orenburg,,Orenburg,RU
2015,1416568,Orenburg,,Orenburg,RU
2016,1416570,Orenburg,,Orenburg,RU
2017,1416572,Orenburg,,Orenburg,RU
2018,1417039,Orenburg,,Orenburg,RU
2019,1417041,Orenburg,,Orenburg,RU
2020,1417043,Orenburg,,Orenburg,RU
2021,1417048,Orenburg,,Orenburg,RU
2022,1417050,Orenburg,,Orenburg,RU
2023,1417053,Orenburg,,Orenburg,RU
2024,1417055,Orenburg,,Orenburg,RU
2025,1417056,Orenburg,,Orenburg,RU
2026,1417058,Orenburg,,Orenburg,RU
2027,1417059,Orenburg,,Orenburg,RU
2028,1417061,Orenburg,,Orenburg,RU
2029,1417063,Orenburg,,Orenburg,RU
2030,1417064,Orenburg,,Orenburg,RU
2031,1417071,Orenburg,,Orenburg,RU
2032,1417073,Orenburg,,Orenburg,RU
2033,1417075,Orenburg,,Orenburg,RU
2034,1417077,Orenburg,,Orenburg,RU
2035,1417079,Orenburg,,Orenburg,RU
2036,1417082,Orenburg,,Orenburg,RU
2037,1417083,Orenburg,,Orenburg,RU
2038,1417085,Orenburg,,Orenburg,RU
2039,1417086,Orenburg,,Orenburg,RU
2040,1417088,Orenburg,,Orenburg,RU
2041,1417096,Orenburg,,Orenburg,RU
2042,1417103,Orenburg,,Orenburg,RU
2043,1417150,Orenburg,,Orenburg,RU
2044,1417152,Orenburg,,Orenburg,RU
2045,1417156,Orenburg,,Orenburg,RU
2046,1417158,Orenburg,,Orenburg,RU
2047,1417159,Samara,,Samara,RU
2048,1417161,Samara,,Samara,RU
2049,1417162,Samara,,Samara,RU
2050,1417165,Samara,,Samara,RU
2051,1417166,Borskii,Borskii,Samara,RU
2052,1417167,Borskii,Borskii,Samara,RU
2053,1417169,Borskii,Borskii,Samara,RU
2054,1417170,Borskii,Borskii,Samara,RU
2055,1417173,Borskii,Borskii,Samara,RU
2056,1417174,Borskii,Borskii,Samara,RU
2057,1417179,Borskii,Borskii,Samara,RU
2058,1417180,Borskii,Borskii,Samara,RU
2059,1417192,Borskii,Borskii,Samara,RU
2060,1417193,Borskii,Borskii,Samara,RU
2061,1417197,Primorye,,Primorye,RU
2062,1417220,Orenburg,,Orenburg,RU
2063,1417245,Orenburg,,Orenburg,RU
2064,1417350,Orenburg,,Orenburg,RU
2065,1417386,Grachevskii,Grachevskii,Orenburg,RU
2066,1417829,Guadalupe,Guadalupe,New Mexico,US
2067,1418479,Potter,Potter,Texas,US
2068,1418491,Potter,Potter,Texas,US
2069,1418492,Potter,Potter,Texas,US
2070,1418497,Central Karoo,Central Karoo,Western Cape,ZA
2071,1418697,Ambilobe,Ambilobe,Diana,MG
2072,1418698,Ambilobe,Ambilobe,Diana,MG
2073,1418699,,,,MG
2074,1418701,Baden-Wurttemberg,,Baden-Wurttemberg,DE
2075,1419100,In Amenas,,In Amenas,DZ
2076,1419107,Salzlandkreis,Salzlandkreis,Sachsen-Anhalt,DE
2077,1419108,Salzlandkreis,Salzlandkreis,Sachsen-Anhalt,DE
2078,1419111,Ust-Vymskii,Ust-Vymskii,Komi,RU
2079,1419112,,,,KZ
2080,1419232,Prince Albert,Prince Albert,Western Cape,ZA
2081,1419233,Fraserburg,Fraserburg,Northern Cape,ZA
2082,1419234,Beaufort West,Beaufort West,Western Cape,ZA
2083,1419235,Free State,,Free State,ZA
2084,1419585,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
2085,1419586,Erfurt,Erfurt,Thuringia,DE
2086,1419587,Hildburghausen,Hildburghausen,Thuringia,DE
2087,1419588,Thuringia,,Thuringia,DE
2088,1419589,Thuringen,,Thuringen,DE
2089,1419590,Thuringen,,Thuringen,DE
2090,1419591,Thuringen,,Thuringen,DE
2091,1419592,Thuringen,,Thuringen,DE
2092,1419593,Hildburghausen,Hildburghausen,Thuringia,DE
2093,1419594,Baden-Wurttemberg,,Baden-Wurttemberg,DE
2094,1419595,Meurthe-et-Moselle,Meurthe-et-Moselle,Grand Est,FR
2095,1419596,Thuringen,,Thuringen,DE
2096,1419597,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
2097,1419611,Marrakech-Safi,,Marrakech-Safi,MA
2098,1419634,Schwarzwald,,Schwarzwald,DE
2099,1419635,Waldshut,Waldshut,Baden-Wurttemberg,DE
2100,1419641,Bavaria,,Bavaria,DE
2101,1419642,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
2102,1419643,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
2103,1419644,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
2104,1419645,Baden-Wurttemberg,,Baden-Wurttemberg,DE
2105,1419646,Baden-Wurttemberg,,Baden-Wurttemberg,DE
2106,1419647,Calw,Calw,Baden-Wurttemberg,DE
2107,1419648,Freudenstadt,Freudenstadt,Baden-Wurttemberg,DE
2108,1419649,Baden-Wurttemberg,,Baden-Wurttemberg,DE
2109,1419650,Baden-Wurttemberg,,Baden-Wurttemberg,DE
2110,1419651,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
2111,1419653,Sachsen-Anhalt,,Sachsen-Anhalt,DE
2112,1419842,Orenburg,,Orenburg,RU
2113,1420185,Arizona,,Arizona,US
2114,1420186,Eastern Cape,,Eastern Cape,ZA
2115,1420190,Free State,,Free State,ZA
2116,1423053,,,,RU
2117,1423589,Opolskie,,Opolskie,PL
2118,1423590,Opolskie,,Opolskie,PL
2119,1423607,Baden,Baden,Lower Austria,AT
2120,1423609,Arkhangel'sk,,Arkhangel'sk,RU
2121,1423614,Kostroma,,Kostroma,RU
2122,1423615,Nikolsk,Nikolsk,Vologda,RU
2123,1423616,Vosges,,Vosges,FR
2124,1423617,Bas-Rhin,,Bas-Rhin,FR
2125,1423618,Baden-Wurttemberg,,Baden-Wurttemberg,DE
2126,1423653,Valle Fertil,Valle Fertil,San Juan,AR
2127,1423654,Nordrhein-Westfalen,,Nordrhein-Westfalen,DE
2128,1423655,Arkhangel'sk,,Arkhangel'sk,RU
2129,1423663,Kirov,,Kirov,RU
2130,1423664,Weisseritzkreis,Weisseritzkreis,Saxony,DE
2131,1423665,Thuringia,,Thuringia,DE
2132,1424999,Archer,Archer,Texas,US
2133,1425011,Archer,Archer,Texas,US
2134,1425012,Archer,Archer,Texas,US
2135,1425271,Pilsen-North,Pilsen-North,Pilsen,CZ
2136,1425273,Boheme,,Boheme,CZ
2137,1425274,,,,CZ
2138,1425275,Pilsen-North,Pilsen-North,Pilsen,CZ
2139,1425276,Jefferson,Jefferson,Ohio,US
2140,1425279,South Moravia,,South Moravia,CZ
2141,1425280,Pilsen-North,Pilsen-North,Pilsen,CZ
2142,1425281,Pilsen-North,Pilsen-North,Pilsen,CZ
2143,1425282,Pilsen-North,Pilsen-North,Pilsen,CZ
2144,1425288,Pilsen-North,Pilsen-North,Pilsen,CZ
2145,1425289,Pilsen-North,Pilsen-North,Pilsen,CZ
2146,1425291,Pilsen-North,Pilsen-North,Pilsen,CZ
2147,1425294,Alleghany,Alleghany,Pennsylvania,US
2148,1428417,Prince Albert,Prince Albert,Western Cape,ZA
2149,1428991,Western Cape,,Western Cape,ZA
2150,1429155,Texas,,Texas,US
2151,1429156,Texas,,Texas,US
2152,1429175,Taylor,Taylor,Texas,US
2153,1475019,,,,MA
2154,1491277,Crosby,Crosby,Texas,US
2155,1491392,Clay,Clay,Texas,US
2156,1491648,Clay,Clay,Texas,US
2157,1491819,Clay,Clay,Texas,US
2158,1491824,Montague,Montague,Texas,US
2159,1494771,Shahdol,Shahdol,Madhya Pradesh,IN
2160,1494775,Shahdol,Shahdol,Madhya Pradesh,IN
2161,1494788,Shahdol,Shahdol,Madhya Pradesh,IN
2162,1517672,,,,SJ
2163,1535404,Greenwood County,Greenwood County,Kansas,US
2164,1535408,Greenwood County,Greenwood County,Kansas,US
2165,1545289,Comanche,Comanche,Oklahoma,US
2166,1545290,Comanche,Comanche,Oklahoma,US
2167,1545818,San Miguel,San Miguel,Colorado,US
2168,1545820,Bourgogne,,Bourgogne,FR
2169,1545821,Illinois,,Illinois,US
2170,1546518,Apache,Apache,Arizona,US
2171,1546563,Blaine,Blaine,Oklahoma,US
2172,1546564,Allier,,Allier,FR
2173,1546565,Allier,,Allier,FR
2174,1546686,,,,CZ
2175,1546691,Gotha District,Gotha District,Thuringia,DE
2176,1546692,Gotha District,Gotha District,Thuringia,DE
2177,1546693,Thuringia,,Thuringia,DE
2178,1546694,Thuringia,,Thuringia,DE
2179,1546695,Thuringia,,Thuringia,DE
2180,1546803,Garza,Garza,Texas,US
2181,1546983,Westphalia,,Westphalia,DE
2182,1547000,Utah,,Utah,US
2183,1547018,Cibola,Cibola,New Mexico,US
2184,1547077,Rio Arriba,Rio Arriba,New Mexico,US
2185,1547082,West Bengal,,West Bengal,IN
2186,1547083,Queensland,,Queensland,AU
2187,1547084,Queensland,,Queensland,AU
2188,1547197,Queensland,,Queensland,AU
2189,1547198,Nikolsky District,Nikolsky District,Vologda oblast,RU
2190,1558355,Bernalillo,Bernalillo,New Mexico,US
2191,1558912,Gelderland,,Gelderland,NL
2192,1561169,,,,AA
2193,1564214,Noble,Noble,Oklahoma,US
2194,1567343,Tillman,Tillman,Oklahoma,US
2195,1567353,Tillman,Tillman,Oklahoma,US
2196,1567369,Tillman,Tillman,Oklahoma,US
2197,1567370,Tillman,Tillman,Oklahoma,US
2198,1567371,Tillman,Tillman,Oklahoma,US
2199,1567392,Tillman,Tillman,Oklahoma,US
2200,1567393,Tillman,Tillman,Oklahoma,US
2201,1567394,Tillman,Tillman,Oklahoma,US
2202,1567399,Saarland,,Saarland,DE
2203,1576258,Marrakech-Safi,,Marrakech-Safi,MA
2204,1576259,Marrakech-Safi,,Marrakech-Safi,MA
2205,1576261,Marrakech-Safi,,Marrakech-Safi,MA
2206,1578935,Apache,Apache,Arizona,US
2207,1584331,Lebach/Saar,Lebach/Saar,Saarland,DE
2208,1589314,Rio Arriba,Rio Arriba,New Mexico,US
2209,1598132,,,,DE
2210,1626336,Arizona,,Arizona,US
2211,1639000,Bavaria,,Bavaria,DE
2212,1639001,Thuringia,,Thuringia,DE
2213,1639800,New South Wales,,New South Wales,AU
2214,1640636,Perm,,Perm,RU
2215,1640654,Samara,,Samara,RU
2216,1640655,Samara,,Samara,RU
2217,1640842,Krkonose,,Krkonose,CZ
2218,1640844,Krkonose,,Krkonose,CZ
2219,1640845,Krkonose,,Krkonose,CZ
2220,1640846,Krkonose,,Krkonose,CZ
2221,1640847,Krkonose,,Krkonose,CZ
2222,1642295,Kusel,Kusel,Rhineland-Palatinate,DE
2223,1642296,Kusel,Kusel,Rhineland-Palatinate,DE
2224,1643371,Liberec,,Liberec,CZ
2225,1643373,Liberec,,Liberec,CZ
2226,1643375,Liberec,,Liberec,CZ
2227,1643397,Liberec,,Liberec,CZ
2228,1643411,Liberec,,Liberec,CZ
2229,1646160,Vologda,,Vologda,RU
2230,1646173,Vologda,,Vologda,RU
2231,1646274,Vologda,,Vologda,RU
2232,1646560,Rybinsk,Rybinsk,Yaroslavl,RU
2233,N1,Sao Jeronimo da Serra,Sao Jeronimo da Serra,PR,BR
2234,N10,Pivetta,Pivetta,RS,BR
2235,N11,Pivetta,Pivetta,RS,BR
2236,N12,Serra do Cadeado,Serra do Cadeado,PR,BR
2237,N13,RS,-,RS,BR
2238,N14,Toroqua,Toroqua,RS,BR
2239,N2,Morro do Mulato,Morro do Mulato,PR,BR
2240,N3,Morro do Mulato,Morro do Mulato,PR,BR
2241,N4,Morro do Mulato,Morro do Mulato,PR,BR
2242,N5,Morro do Mulato,Morro do Mulato,PR,BR
2243,N6,Morro do Mulato,Morro do Mulato,PR,BR
2244,N7,Morro do Mulato,Morro do Mulato,PR,BR
2245,N8,Buriol,Buriol,RS,BR
2246,N9,Buriol,Buriol,RS,BR
